variant,scenario,role,scope,live,slots_used_before_lookup,geometry_capacity,descriptor_capacity,sample,iterations,expected_true,observed_true,ticks,stopwatch_frequency,ns_per_call,allocated_bytes,allocation_counter_responded,allocation_probe_delta
"all",live32,representative,unregistered,32,32,2048,4096,3,4096,0,0,78,10000000,1.904296875,0,false,0
"all",live32,representative,unregistered,32,32,2048,4096,4,4096,0,0,70,10000000,1.708984375,0,false,0
"all",live32,representative,unregistered,32,32,2048,4096,5,4096,0,0,78,10000000,1.904296875,0,false,0
"all",live32,representative,unregistered,32,32,2048,4096,6,4096,0,0,78,10000000,1.904296875,0,false,0
"all",live32,representative,unregistered,32,32,2048,4096,7,4096,0,0,78,10000000,1.904296875,0,false,0
"all",live32,representative,late_duplicate,32,32,2048,4096,0,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",live32,representative,late_duplicate,32,32,2048,4096,1,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",live32,representative,late_duplicate,32,32,2048,4096,2,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",live32,representative,late_duplicate,32,32,2048,4096,3,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",live32,representative,late_duplicate,32,32,2048,4096,4,4096,4096,4096,474,10000000,11.572265625,0,false,0
"all",live32,representative,late_duplicate,32,32,2048,4096,5,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",live32,representative,late_duplicate,32,32,2048,4096,6,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",live32,representative,late_duplicate,32,32,2048,4096,7,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",live512,stress,unregistered,512,512,2048,4096,0,4096,0,0,70,10000000,1.708984375,0,false,0
"all",live512,stress,unregistered,512,512,2048,4096,1,4096,0,0,78,10000000,1.904296875,0,false,0
"all",live512,stress,unregistered,512,512,2048,4096,2,4096,0,0,78,10000000,1.904296875,0,false,0
"all",live512,stress,unregistered,512,512,2048,4096,3,4096,0,0,70,10000000,1.708984375,0,false,0
"all",live512,stress,unregistered,512,512,2048,4096,4,4096,0,0,77,10000000,1.8798828125,0,false,0
"all",live512,stress,unregistered,512,512,2048,4096,5,4096,0,0,78,10000000,1.904296875,0,false,0
"all",live512,stress,unregistered,512,512,2048,4096,6,4096,0,0,78,10000000,1.904296875,0,false,0
"all",live512,stress,unregistered,512,512,2048,4096,7,4096,0,0,71,10000000,1.7333984375,0,false,0
"all",live512,stress,late_duplicate,512,512,2048,4096,0,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",live512,stress,late_duplicate,512,512,2048,4096,1,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",live512,stress,late_duplicate,512,512,2048,4096,2,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",live512,stress,late_duplicate,512,512,2048,4096,3,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",live512,stress,late_duplicate,512,512,2048,4096,4,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",live512,stress,late_duplicate,512,512,2048,4096,5,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",live512,stress,late_duplicate,512,512,2048,4096,6,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",live512,stress,late_duplicate,512,512,2048,4096,7,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",highwater2048_live16,stress,unregistered,16,2048,2048,4096,0,4096,0,0,78,10000000,1.904296875,0,false,0
"all",highwater2048_live16,stress,unregistered,16,2048,2048,4096,1,4096,0,0,70,10000000,1.708984375,0,false,0
"all",highwater2048_live16,stress,unregistered,16,2048,2048,4096,2,4096,0,0,71,10000000,1.7333984375,0,false,0
"all",highwater2048_live16,stress,unregistered,16,2048,2048,4096,3,4096,0,0,78,10000000,1.904296875,0,false,0
"all",highwater2048_live16,stress,unregistered,16,2048,2048,4096,4,4096,0,0,78,10000000,1.904296875,0,false,0
"all",highwater2048_live16,stress,unregistered,16,2048,2048,4096,5,4096,0,0,78,10000000,1.904296875,0,false,0
"all",highwater2048_live16,stress,unregistered,16,2048,2048,4096,6,4096,0,0,71,10000000,1.7333984375,0,false,0
"all",highwater2048_live16,stress,unregistered,16,2048,2048,4096,7,4096,0,0,78,10000000,1.904296875,0,false,0
"all",highwater2048_live16,stress,late_duplicate,16,2048,2048,4096,0,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",highwater2048_live16,stress,late_duplicate,16,2048,2048,4096,1,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",highwater2048_live16,stress,late_duplicate,16,2048,2048,4096,2,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",highwater2048_live16,stress,late_duplicate,16,2048,2048,4096,3,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",highwater2048_live16,stress,late_duplicate,16,2048,2048,4096,4,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",highwater2048_live16,stress,late_duplicate,16,2048,2048,4096,5,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",highwater2048_live16,stress,late_duplicate,16,2048,2048,4096,6,4096,4096,4096,78,10000000,1.904296875,0,false,0
"all",highwater2048_live16,stress,late_duplicate,16,2048,2048,4096,7,4096,4096,4096,78,10000000,1.904296875,0,false,0
